"tensor(3.8120, device='cuda:0')","tensor(-3.2156, device='cuda:0')","tensor(0.6057, device='cuda:0')"
"tensor(-0.3696, device='cuda:0')","tensor(-1.8153, device='cuda:0')","tensor(2.0017, device='cuda:0')"
"tensor(0.7428, device='cuda:0')","tensor(-2.6580, device='cuda:0')","tensor(2.0541, device='cuda:0')"
"tensor(0.9251, device='cuda:0')","tensor(-2.5619, device='cuda:0')","tensor(1.7148, device='cuda:0')"
"tensor(0.4574, device='cuda:0')","tensor(-3.4610, device='cuda:0')","tensor(3.1574, device='cuda:0')"
"tensor(1.1556, device='cuda:0')","tensor(-3.3007, device='cuda:0')","tensor(2.1726, device='cuda:0')"
"tensor(0.4822, device='cuda:0')","tensor(-2.5366, device='cuda:0')","tensor(2.1290, device='cuda:0')"
"tensor(0.0177, device='cuda:0')","tensor(-3.0441, device='cuda:0')","tensor(2.9808, device='cuda:0')"
"tensor(-1.2602, device='cuda:0')","tensor(-4.0066, device='cuda:0')","tensor(4.5580, device='cuda:0')"
"tensor(0.5296, device='cuda:0')","tensor(-2.5118, device='cuda:0')","tensor(1.8960, device='cuda:0')"
"tensor(0.4308, device='cuda:0')","tensor(-3.0032, device='cuda:0')","tensor(2.6575, device='cuda:0')"
"tensor(0.5844, device='cuda:0')","tensor(-3.5509, device='cuda:0')","tensor(2.9262, device='cuda:0')"
"tensor(-0.4034, device='cuda:0')","tensor(-2.3314, device='cuda:0')","tensor(2.5485, device='cuda:0')"
"tensor(1.6704, device='cuda:0')","tensor(-3.2222, device='cuda:0')","tensor(1.7453, device='cuda:0')"
"tensor(0.4239, device='cuda:0')","tensor(-3.2597, device='cuda:0')","tensor(3.2739, device='cuda:0')"
"tensor(0.1742, device='cuda:0')","tensor(-2.7325, device='cuda:0')","tensor(2.6239, device='cuda:0')"
"tensor(0.9185, device='cuda:0')","tensor(-3.2340, device='cuda:0')","tensor(2.4543, device='cuda:0')"
"tensor(1.6596, device='cuda:0')","tensor(-3.7519, device='cuda:0')","tensor(2.6108, device='cuda:0')"
"tensor(0.9498, device='cuda:0')","tensor(-2.8551, device='cuda:0')","tensor(2.1195, device='cuda:0')"
"tensor(0.3451, device='cuda:0')","tensor(-3.2479, device='cuda:0')","tensor(2.5767, device='cuda:0')"
"tensor(0.0494, device='cuda:0')","tensor(-2.7395, device='cuda:0')","tensor(2.6450, device='cuda:0')"
"tensor(-0.6428, device='cuda:0')","tensor(-1.5625, device='cuda:0')","tensor(1.8379, device='cuda:0')"
"tensor(-2.3825, device='cuda:0')","tensor(2.6136, device='cuda:0')","tensor(-1.5609, device='cuda:0')"
"tensor(0.9526, device='cuda:0')","tensor(-2.3166, device='cuda:0')","tensor(1.4125, device='cuda:0')"
"tensor(4.2364, device='cuda:0')","tensor(-2.5510, device='cuda:0')","tensor(-0.2201, device='cuda:0')"
"tensor(3.1510, device='cuda:0')","tensor(-3.4441, device='cuda:0')","tensor(1.2181, device='cuda:0')"
"tensor(0.2660, device='cuda:0')","tensor(-4.6680, device='cuda:0')","tensor(4.3018, device='cuda:0')"
"tensor(2.9352, device='cuda:0')","tensor(-3.4564, device='cuda:0')","tensor(1.2908, device='cuda:0')"
"tensor(1.2434, device='cuda:0')","tensor(-2.4532, device='cuda:0')","tensor(1.3280, device='cuda:0')"
"tensor(0.5217, device='cuda:0')","tensor(-3.0539, device='cuda:0')","tensor(2.6301, device='cuda:0')"
"tensor(0.7490, device='cuda:0')","tensor(-3.3782, device='cuda:0')","tensor(2.8117, device='cuda:0')"
"tensor(-0.9679, device='cuda:0')","tensor(-3.2168, device='cuda:0')","tensor(3.5805, device='cuda:0')"
"tensor(-0.3817, device='cuda:0')","tensor(-1.9005, device='cuda:0')","tensor(1.9930, device='cuda:0')"
"tensor(0.9851, device='cuda:0')","tensor(-2.4866, device='cuda:0')","tensor(1.7296, device='cuda:0')"
"tensor(0.4333, device='cuda:0')","tensor(-2.8366, device='cuda:0')","tensor(2.4678, device='cuda:0')"
"tensor(0.7682, device='cuda:0')","tensor(-3.1485, device='cuda:0')","tensor(2.5892, device='cuda:0')"
"tensor(0.6249, device='cuda:0')","tensor(-3.1476, device='cuda:0')","tensor(2.4024, device='cuda:0')"
"tensor(-0.0172, device='cuda:0')","tensor(-3.1202, device='cuda:0')","tensor(2.9347, device='cuda:0')"
"tensor(0.6235, device='cuda:0')","tensor(-2.0806, device='cuda:0')","tensor(1.6001, device='cuda:0')"
"tensor(-0.5984, device='cuda:0')","tensor(-2.1883, device='cuda:0')","tensor(2.2990, device='cuda:0')"
"tensor(0.3547, device='cuda:0')","tensor(-3.0795, device='cuda:0')","tensor(2.8678, device='cuda:0')"
"tensor(1.4854, device='cuda:0')","tensor(-3.3954, device='cuda:0')","tensor(2.0890, device='cuda:0')"
"tensor(1.8146, device='cuda:0')","tensor(-3.4185, device='cuda:0')","tensor(1.7801, device='cuda:0')"
"tensor(1.6911, device='cuda:0')","tensor(-3.0855, device='cuda:0')","tensor(1.8896, device='cuda:0')"
"tensor(0.2986, device='cuda:0')","tensor(-2.3265, device='cuda:0')","tensor(1.9312, device='cuda:0')"
"tensor(2.5028, device='cuda:0')","tensor(-3.3660, device='cuda:0')","tensor(1.5834, device='cuda:0')"
"tensor(1.7738, device='cuda:0')","tensor(-3.4029, device='cuda:0')","tensor(1.9154, device='cuda:0')"
"tensor(-0.0059, device='cuda:0')","tensor(-3.7505, device='cuda:0')","tensor(3.4815, device='cuda:0')"
"tensor(2.9962, device='cuda:0')","tensor(-3.5984, device='cuda:0')","tensor(1.4794, device='cuda:0')"
"tensor(2.3226, device='cuda:0')","tensor(-2.5449, device='cuda:0')","tensor(0.8504, device='cuda:0')"
"tensor(0.8923, device='cuda:0')","tensor(-2.4983, device='cuda:0')","tensor(1.8646, device='cuda:0')"
"tensor(2.5018, device='cuda:0')","tensor(-2.5771, device='cuda:0')","tensor(0.9609, device='cuda:0')"
"tensor(0.3769, device='cuda:0')","tensor(-2.3653, device='cuda:0')","tensor(1.9433, device='cuda:0')"
"tensor(-1.3452, device='cuda:0')","tensor(-1.7003, device='cuda:0')","tensor(2.1239, device='cuda:0')"
"tensor(2.9405, device='cuda:0')","tensor(-3.4859, device='cuda:0')","tensor(1.4153, device='cuda:0')"
"tensor(3.3202, device='cuda:0')","tensor(-3.1389, device='cuda:0')","tensor(0.8212, device='cuda:0')"
"tensor(1.5738, device='cuda:0')","tensor(-2.9724, device='cuda:0')","tensor(1.8249, device='cuda:0')"
"tensor(-0.0220, device='cuda:0')","tensor(-3.1496, device='cuda:0')","tensor(2.8358, device='cuda:0')"
"tensor(2.3296, device='cuda:0')","tensor(-3.8696, device='cuda:0')","tensor(2.1305, device='cuda:0')"
"tensor(0.7213, device='cuda:0')","tensor(-1.9793, device='cuda:0')","tensor(1.3217, device='cuda:0')"
"tensor(1.8995, device='cuda:0')","tensor(-3.2063, device='cuda:0')","tensor(1.6726, device='cuda:0')"
"tensor(1.4628, device='cuda:0')","tensor(-2.8778, device='cuda:0')","tensor(1.8200, device='cuda:0')"
"tensor(0.7391, device='cuda:0')","tensor(-3.0281, device='cuda:0')","tensor(2.3738, device='cuda:0')"
"tensor(-0.0090, device='cuda:0')","tensor(-2.1624, device='cuda:0')","tensor(1.9301, device='cuda:0')"
"tensor(3.7508, device='cuda:0')","tensor(-2.6201, device='cuda:0')","tensor(-0.0272, device='cuda:0')"
"tensor(0.0722, device='cuda:0')","tensor(-0.7424, device='cuda:0')","tensor(0.7376, device='cuda:0')"
"tensor(-0.3522, device='cuda:0')","tensor(-1.2600, device='cuda:0')","tensor(1.4750, device='cuda:0')"
"tensor(-0.0231, device='cuda:0')","tensor(-0.9628, device='cuda:0')","tensor(0.9507, device='cuda:0')"
"tensor(0.2188, device='cuda:0')","tensor(-2.9196, device='cuda:0')","tensor(2.4881, device='cuda:0')"
"tensor(-0.9490, device='cuda:0')","tensor(-0.6602, device='cuda:0')","tensor(1.1792, device='cuda:0')"
"tensor(2.5130, device='cuda:0')","tensor(-2.9448, device='cuda:0')","tensor(1.3418, device='cuda:0')"
"tensor(0.8109, device='cuda:0')","tensor(-3.2503, device='cuda:0')","tensor(2.5117, device='cuda:0')"
"tensor(1.5637, device='cuda:0')","tensor(-3.8312, device='cuda:0')","tensor(2.6359, device='cuda:0')"
"tensor(2.1867, device='cuda:0')","tensor(-3.4831, device='cuda:0')","tensor(1.9014, device='cuda:0')"
"tensor(0.5068, device='cuda:0')","tensor(-3.3872, device='cuda:0')","tensor(2.7318, device='cuda:0')"
"tensor(1.2568, device='cuda:0')","tensor(-3.2626, device='cuda:0')","tensor(2.3167, device='cuda:0')"
"tensor(4.7554, device='cuda:0')","tensor(-4.1522, device='cuda:0')","tensor(0.5136, device='cuda:0')"
"tensor(1.5056, device='cuda:0')","tensor(-4.0302, device='cuda:0')","tensor(2.7889, device='cuda:0')"
"tensor(1.1624, device='cuda:0')","tensor(-2.2327, device='cuda:0')","tensor(1.3320, device='cuda:0')"
"tensor(0.9692, device='cuda:0')","tensor(-2.6041, device='cuda:0')","tensor(1.7852, device='cuda:0')"
"tensor(-0.9220, device='cuda:0')","tensor(-1.9484, device='cuda:0')","tensor(2.4350, device='cuda:0')"
"tensor(-0.9960, device='cuda:0')","tensor(-2.4491, device='cuda:0')","tensor(2.9583, device='cuda:0')"
"tensor(0.9022, device='cuda:0')","tensor(-3.7169, device='cuda:0')","tensor(2.9354, device='cuda:0')"
"tensor(-0.5211, device='cuda:0')","tensor(-2.2435, device='cuda:0')","tensor(2.4255, device='cuda:0')"
"tensor(-1.0744, device='cuda:0')","tensor(-1.5261, device='cuda:0')","tensor(2.2437, device='cuda:0')"
"tensor(2.2339, device='cuda:0')","tensor(-3.6932, device='cuda:0')","tensor(1.9297, device='cuda:0')"
"tensor(2.9105, device='cuda:0')","tensor(-3.3432, device='cuda:0')","tensor(1.3240, device='cuda:0')"
"tensor(0.3835, device='cuda:0')","tensor(-2.4118, device='cuda:0')","tensor(1.9317, device='cuda:0')"
"tensor(1.4767, device='cuda:0')","tensor(-3.8551, device='cuda:0')","tensor(2.4681, device='cuda:0')"
"tensor(1.8379, device='cuda:0')","tensor(-2.5650, device='cuda:0')","tensor(1.1379, device='cuda:0')"
"tensor(1.9478, device='cuda:0')","tensor(-2.4837, device='cuda:0')","tensor(0.8830, device='cuda:0')"
"tensor(0.8802, device='cuda:0')","tensor(-3.6495, device='cuda:0')","tensor(2.8142, device='cuda:0')"
"tensor(-1.1389, device='cuda:0')","tensor(-1.3458, device='cuda:0')","tensor(2.1623, device='cuda:0')"
"tensor(-0.1054, device='cuda:0')","tensor(-1.2993, device='cuda:0')","tensor(1.4628, device='cuda:0')"
"tensor(0.5393, device='cuda:0')","tensor(-2.9289, device='cuda:0')","tensor(2.6020, device='cuda:0')"
"tensor(-0.1625, device='cuda:0')","tensor(-2.2764, device='cuda:0')","tensor(2.4586, device='cuda:0')"
"tensor(0.2408, device='cuda:0')","tensor(-2.4672, device='cuda:0')","tensor(2.1364, device='cuda:0')"
"tensor(-3.9349, device='cuda:0')","tensor(3.2057, device='cuda:0')","tensor(-1.1154, device='cuda:0')"
"tensor(-0.7938, device='cuda:0')","tensor(-1.7657, device='cuda:0')","tensor(2.1612, device='cuda:0')"
"tensor(2.2911, device='cuda:0')","tensor(-3.1295, device='cuda:0')","tensor(1.6629, device='cuda:0')"
"tensor(0.3062, device='cuda:0')","tensor(-2.8720, device='cuda:0')","tensor(2.5059, device='cuda:0')"
"tensor(0.6369, device='cuda:0')","tensor(-3.3779, device='cuda:0')","tensor(2.6986, device='cuda:0')"
"tensor(0.4113, device='cuda:0')","tensor(-2.7301, device='cuda:0')","tensor(2.3367, device='cuda:0')"
"tensor(1.3842, device='cuda:0')","tensor(-2.9507, device='cuda:0')","tensor(2.0018, device='cuda:0')"
"tensor(-0.2343, device='cuda:0')","tensor(-3.6690, device='cuda:0')","tensor(3.6956, device='cuda:0')"
"tensor(0.1774, device='cuda:0')","tensor(-0.6454, device='cuda:0')","tensor(0.4879, device='cuda:0')"
"tensor(1.4023, device='cuda:0')","tensor(-2.8215, device='cuda:0')","tensor(1.6170, device='cuda:0')"
"tensor(-1.3179, device='cuda:0')","tensor(-0.2159, device='cuda:0')","tensor(0.9076, device='cuda:0')"
"tensor(2.7436, device='cuda:0')","tensor(-3.9215, device='cuda:0')","tensor(1.9300, device='cuda:0')"
"tensor(2.5548, device='cuda:0')","tensor(-3.3887, device='cuda:0')","tensor(1.5869, device='cuda:0')"
"tensor(-2.5330, device='cuda:0')","tensor(2.3878, device='cuda:0')","tensor(-1.1967, device='cuda:0')"
"tensor(1.7118, device='cuda:0')","tensor(-3.9875, device='cuda:0')","tensor(2.5932, device='cuda:0')"
"tensor(-0.7789, device='cuda:0')","tensor(-1.4597, device='cuda:0')","tensor(1.7705, device='cuda:0')"
"tensor(-0.0847, device='cuda:0')","tensor(-2.4529, device='cuda:0')","tensor(2.4052, device='cuda:0')"
"tensor(0.9302, device='cuda:0')","tensor(-3.1898, device='cuda:0')","tensor(2.4972, device='cuda:0')"
"tensor(1.4582, device='cuda:0')","tensor(-3.3457, device='cuda:0')","tensor(2.3361, device='cuda:0')"
"tensor(2.9565, device='cuda:0')","tensor(-3.9988, device='cuda:0')","tensor(1.9879, device='cuda:0')"
"tensor(0.8565, device='cuda:0')","tensor(-2.1357, device='cuda:0')","tensor(1.4216, device='cuda:0')"
"tensor(-0.6213, device='cuda:0')","tensor(-1.8121, device='cuda:0')","tensor(2.0992, device='cuda:0')"
"tensor(1.8552, device='cuda:0')","tensor(-3.3347, device='cuda:0')","tensor(1.9458, device='cuda:0')"
"tensor(1.5252, device='cuda:0')","tensor(-3.7274, device='cuda:0')","tensor(2.5726, device='cuda:0')"
"tensor(1.0891, device='cuda:0')","tensor(-3.3990, device='cuda:0')","tensor(2.5531, device='cuda:0')"
"tensor(0.9218, device='cuda:0')","tensor(-0.6113, device='cuda:0')","tensor(0.0844, device='cuda:0')"
"tensor(2.4199, device='cuda:0')","tensor(-3.4554, device='cuda:0')","tensor(1.7332, device='cuda:0')"
"tensor(4.2178, device='cuda:0')","tensor(-3.5498, device='cuda:0')","tensor(0.6187, device='cuda:0')"
"tensor(4.0511, device='cuda:0')","tensor(-3.7621, device='cuda:0')","tensor(1.0337, device='cuda:0')"
"tensor(0.0644, device='cuda:0')","tensor(-2.3096, device='cuda:0')","tensor(2.0493, device='cuda:0')"
"tensor(1.2583, device='cuda:0')","tensor(-3.8450, device='cuda:0')","tensor(2.9074, device='cuda:0')"
"tensor(3.0161, device='cuda:0')","tensor(-3.7543, device='cuda:0')","tensor(1.6003, device='cuda:0')"
"tensor(0.8573, device='cuda:0')","tensor(-3.2542, device='cuda:0')","tensor(2.6104, device='cuda:0')"
"tensor(1.5542, device='cuda:0')","tensor(-4.0286, device='cuda:0')","tensor(2.8773, device='cuda:0')"
"tensor(0.2222, device='cuda:0')","tensor(-2.8066, device='cuda:0')","tensor(2.5749, device='cuda:0')"
"tensor(2.3576, device='cuda:0')","tensor(-3.1463, device='cuda:0')","tensor(1.3637, device='cuda:0')"
"tensor(1.7271, device='cuda:0')","tensor(-4.0855, device='cuda:0')","tensor(2.7636, device='cuda:0')"
"tensor(0.5347, device='cuda:0')","tensor(-3.4325, device='cuda:0')","tensor(2.9985, device='cuda:0')"
"tensor(1.2981, device='cuda:0')","tensor(-3.4895, device='cuda:0')","tensor(2.5764, device='cuda:0')"
"tensor(1.2930, device='cuda:0')","tensor(-3.2109, device='cuda:0')","tensor(2.1827, device='cuda:0')"
"tensor(1.5104, device='cuda:0')","tensor(-4.1252, device='cuda:0')","tensor(2.9478, device='cuda:0')"
"tensor(0.0838, device='cuda:0')","tensor(-3.2692, device='cuda:0')","tensor(3.0517, device='cuda:0')"
"tensor(0.6893, device='cuda:0')","tensor(-1.9620, device='cuda:0')","tensor(1.4966, device='cuda:0')"
"tensor(2.3376, device='cuda:0')","tensor(-3.6319, device='cuda:0')","tensor(1.8399, device='cuda:0')"
"tensor(0.1199, device='cuda:0')","tensor(-2.7342, device='cuda:0')","tensor(2.3126, device='cuda:0')"
"tensor(-0.3472, device='cuda:0')","tensor(-2.6509, device='cuda:0')","tensor(2.6859, device='cuda:0')"
"tensor(-0.3074, device='cuda:0')","tensor(-1.8334, device='cuda:0')","tensor(1.6496, device='cuda:0')"
"tensor(-0.9891, device='cuda:0')","tensor(-0.0057, device='cuda:0')","tensor(0.5157, device='cuda:0')"
"tensor(-0.0467, device='cuda:0')","tensor(-1.6677, device='cuda:0')","tensor(1.5815, device='cuda:0')"
"tensor(0.5298, device='cuda:0')","tensor(-3.5923, device='cuda:0')","tensor(3.0348, device='cuda:0')"
"tensor(2.8568, device='cuda:0')","tensor(-3.9775, device='cuda:0')","tensor(1.8412, device='cuda:0')"
"tensor(2.0141, device='cuda:0')","tensor(-2.9554, device='cuda:0')","tensor(1.6604, device='cuda:0')"
"tensor(3.7913, device='cuda:0')","tensor(-3.9001, device='cuda:0')","tensor(1.1142, device='cuda:0')"
"tensor(2.0000, device='cuda:0')","tensor(-3.4957, device='cuda:0')","tensor(1.9564, device='cuda:0')"
"tensor(-0.1418, device='cuda:0')","tensor(-2.8490, device='cuda:0')","tensor(2.8981, device='cuda:0')"
"tensor(-0.2495, device='cuda:0')","tensor(-2.8229, device='cuda:0')","tensor(2.8523, device='cuda:0')"
"tensor(2.6309, device='cuda:0')","tensor(-3.2729, device='cuda:0')","tensor(1.4871, device='cuda:0')"
"tensor(3.8805, device='cuda:0')","tensor(-3.7617, device='cuda:0')","tensor(0.9995, device='cuda:0')"
"tensor(4.5702, device='cuda:0')","tensor(-4.0864, device='cuda:0')","tensor(1.0258, device='cuda:0')"
"tensor(2.5155, device='cuda:0')","tensor(-2.5509, device='cuda:0')","tensor(0.7843, device='cuda:0')"
"tensor(2.7860, device='cuda:0')","tensor(-3.4311, device='cuda:0')","tensor(1.5536, device='cuda:0')"
"tensor(1.6858, device='cuda:0')","tensor(-3.6158, device='cuda:0')","tensor(2.3290, device='cuda:0')"
"tensor(0.2761, device='cuda:0')","tensor(-3.1804, device='cuda:0')","tensor(2.8522, device='cuda:0')"
"tensor(0.5324, device='cuda:0')","tensor(-2.5260, device='cuda:0')","tensor(2.1440, device='cuda:0')"
"tensor(0.2352, device='cuda:0')","tensor(-3.0500, device='cuda:0')","tensor(2.8144, device='cuda:0')"
"tensor(-0.6505, device='cuda:0')","tensor(0.8675, device='cuda:0')","tensor(-0.8911, device='cuda:0')"
"tensor(0.8839, device='cuda:0')","tensor(-3.0394, device='cuda:0')","tensor(2.3029, device='cuda:0')"
"tensor(2.7963, device='cuda:0')","tensor(-2.9186, device='cuda:0')","tensor(0.9170, device='cuda:0')"
"tensor(0.1784, device='cuda:0')","tensor(-2.8388, device='cuda:0')","tensor(2.6503, device='cuda:0')"
"tensor(-0.5001, device='cuda:0')","tensor(-2.5380, device='cuda:0')","tensor(2.6485, device='cuda:0')"
"tensor(-0.5053, device='cuda:0')","tensor(-2.4797, device='cuda:0')","tensor(2.6341, device='cuda:0')"
"tensor(1.3330, device='cuda:0')","tensor(-3.2315, device='cuda:0')","tensor(2.1077, device='cuda:0')"
"tensor(2.4859, device='cuda:0')","tensor(-3.1655, device='cuda:0')","tensor(1.2349, device='cuda:0')"
"tensor(0.2623, device='cuda:0')","tensor(-2.6628, device='cuda:0')","tensor(2.4381, device='cuda:0')"
"tensor(0.5815, device='cuda:0')","tensor(-3.8062, device='cuda:0')","tensor(3.2246, device='cuda:0')"
"tensor(1.1120, device='cuda:0')","tensor(-3.0765, device='cuda:0')","tensor(2.3178, device='cuda:0')"
"tensor(2.0593, device='cuda:0')","tensor(-4.2197, device='cuda:0')","tensor(2.6705, device='cuda:0')"
"tensor(0.0925, device='cuda:0')","tensor(-2.0205, device='cuda:0')","tensor(1.9511, device='cuda:0')"
"tensor(-0.7776, device='cuda:0')","tensor(-1.4590, device='cuda:0')","tensor(1.7264, device='cuda:0')"
"tensor(-3.0683, device='cuda:0')","tensor(1.2840, device='cuda:0')","tensor(0.2389, device='cuda:0')"
"tensor(-0.6246, device='cuda:0')","tensor(-2.3698, device='cuda:0')","tensor(2.7135, device='cuda:0')"
"tensor(0.6677, device='cuda:0')","tensor(-3.0044, device='cuda:0')","tensor(2.5129, device='cuda:0')"
"tensor(0.2172, device='cuda:0')","tensor(-2.6737, device='cuda:0')","tensor(2.4330, device='cuda:0')"
"tensor(1.0594, device='cuda:0')","tensor(-3.8128, device='cuda:0')","tensor(2.7572, device='cuda:0')"
"tensor(0.8841, device='cuda:0')","tensor(-2.8008, device='cuda:0')","tensor(2.1493, device='cuda:0')"
"tensor(1.9267, device='cuda:0')","tensor(-3.7597, device='cuda:0')","tensor(2.2898, device='cuda:0')"
"tensor(1.4842, device='cuda:0')","tensor(-3.1156, device='cuda:0')","tensor(2.0911, device='cuda:0')"
"tensor(1.9742, device='cuda:0')","tensor(-3.2720, device='cuda:0')","tensor(1.9234, device='cuda:0')"
"tensor(3.2856, device='cuda:0')","tensor(-3.2922, device='cuda:0')","tensor(0.9842, device='cuda:0')"
"tensor(-0.6067, device='cuda:0')","tensor(-2.3779, device='cuda:0')","tensor(2.5458, device='cuda:0')"
"tensor(-0.1691, device='cuda:0')","tensor(-1.7822, device='cuda:0')","tensor(1.7216, device='cuda:0')"
"tensor(1.6260, device='cuda:0')","tensor(-4.2054, device='cuda:0')","tensor(2.8346, device='cuda:0')"
"tensor(0.3586, device='cuda:0')","tensor(-3.1702, device='cuda:0')","tensor(2.8885, device='cuda:0')"
"tensor(0.4380, device='cuda:0')","tensor(-1.7378, device='cuda:0')","tensor(1.4344, device='cuda:0')"
"tensor(1.9383, device='cuda:0')","tensor(-3.5125, device='cuda:0')","tensor(2.1776, device='cuda:0')"
"tensor(0.4279, device='cuda:0')","tensor(-3.1921, device='cuda:0')","tensor(2.8958, device='cuda:0')"
"tensor(2.3362, device='cuda:0')","tensor(-3.5985, device='cuda:0')","tensor(1.7390, device='cuda:0')"
"tensor(1.2496, device='cuda:0')","tensor(-1.9253, device='cuda:0')","tensor(1.1259, device='cuda:0')"
"tensor(-0.2402, device='cuda:0')","tensor(-2.3784, device='cuda:0')","tensor(2.3283, device='cuda:0')"
"tensor(1.7482, device='cuda:0')","tensor(-2.6535, device='cuda:0')","tensor(1.4245, device='cuda:0')"
"tensor(-0.3188, device='cuda:0')","tensor(-2.9283, device='cuda:0')","tensor(3.0221, device='cuda:0')"
"tensor(0.4820, device='cuda:0')","tensor(-3.5946, device='cuda:0')","tensor(3.2899, device='cuda:0')"
"tensor(0.3962, device='cuda:0')","tensor(-3.3454, device='cuda:0')","tensor(3.0379, device='cuda:0')"
"tensor(-0.7649, device='cuda:0')","tensor(-3.3325, device='cuda:0')","tensor(3.7646, device='cuda:0')"
"tensor(-0.0305, device='cuda:0')","tensor(-2.4906, device='cuda:0')","tensor(2.4209, device='cuda:0')"
"tensor(0.0361, device='cuda:0')","tensor(-4.1860, device='cuda:0')","tensor(3.9651, device='cuda:0')"
"tensor(0.1126, device='cuda:0')","tensor(-1.9553, device='cuda:0')","tensor(1.9254, device='cuda:0')"
"tensor(-0.2253, device='cuda:0')","tensor(-1.2125, device='cuda:0')","tensor(1.4692, device='cuda:0')"
"tensor(0.6858, device='cuda:0')","tensor(-4.0174, device='cuda:0')","tensor(3.3662, device='cuda:0')"
"tensor(0.6562, device='cuda:0')","tensor(-3.2701, device='cuda:0')","tensor(2.9140, device='cuda:0')"
"tensor(0.5450, device='cuda:0')","tensor(-3.8356, device='cuda:0')","tensor(3.1969, device='cuda:0')"
"tensor(0.4296, device='cuda:0')","tensor(-1.4275, device='cuda:0')","tensor(1.1493, device='cuda:0')"
"tensor(3.5806, device='cuda:0')","tensor(-3.6759, device='cuda:0')","tensor(1.3123, device='cuda:0')"
"tensor(0.1919, device='cuda:0')","tensor(-3.3384, device='cuda:0')","tensor(3.1291, device='cuda:0')"
"tensor(1.9175, device='cuda:0')","tensor(-4.3644, device='cuda:0')","tensor(2.8227, device='cuda:0')"
"tensor(1.0489, device='cuda:0')","tensor(-3.5104, device='cuda:0')","tensor(2.6573, device='cuda:0')"
"tensor(-1.2716, device='cuda:0')","tensor(0.8038, device='cuda:0')","tensor(-0.2226, device='cuda:0')"
"tensor(0.6491, device='cuda:0')","tensor(-2.3477, device='cuda:0')","tensor(1.9273, device='cuda:0')"
"tensor(0.6460, device='cuda:0')","tensor(-2.6689, device='cuda:0')","tensor(2.0378, device='cuda:0')"
"tensor(0.5151, device='cuda:0')","tensor(-3.2733, device='cuda:0')","tensor(2.7675, device='cuda:0')"
"tensor(-1.7643, device='cuda:0')","tensor(1.3586, device='cuda:0')","tensor(-0.8739, device='cuda:0')"
"tensor(2.5641, device='cuda:0')","tensor(-2.3642, device='cuda:0')","tensor(0.5534, device='cuda:0')"
"tensor(0.6997, device='cuda:0')","tensor(-1.9597, device='cuda:0')","tensor(1.5128, device='cuda:0')"
"tensor(0.0199, device='cuda:0')","tensor(-2.7538, device='cuda:0')","tensor(2.7491, device='cuda:0')"
"tensor(-0.6849, device='cuda:0')","tensor(-2.7865, device='cuda:0')","tensor(3.2276, device='cuda:0')"
"tensor(1.0493, device='cuda:0')","tensor(-2.5047, device='cuda:0')","tensor(1.7435, device='cuda:0')"
"tensor(1.2401, device='cuda:0')","tensor(-2.5980, device='cuda:0')","tensor(1.7648, device='cuda:0')"
"tensor(2.5660, device='cuda:0')","tensor(-3.3642, device='cuda:0')","tensor(1.6156, device='cuda:0')"
"tensor(0.5554, device='cuda:0')","tensor(-3.3270, device='cuda:0')","tensor(2.9569, device='cuda:0')"
"tensor(0.1163, device='cuda:0')","tensor(-3.1013, device='cuda:0')","tensor(2.8593, device='cuda:0')"
"tensor(0.5139, device='cuda:0')","tensor(-3.2101, device='cuda:0')","tensor(2.8708, device='cuda:0')"
"tensor(1.8874, device='cuda:0')","tensor(-2.8194, device='cuda:0')","tensor(1.4136, device='cuda:0')"
"tensor(-0.3055, device='cuda:0')","tensor(-2.4515, device='cuda:0')","tensor(2.5248, device='cuda:0')"
"tensor(2.4835, device='cuda:0')","tensor(-2.8939, device='cuda:0')","tensor(0.7995, device='cuda:0')"
"tensor(4.9005, device='cuda:0')","tensor(-3.3304, device='cuda:0')","tensor(-0.2907, device='cuda:0')"
"tensor(0.7074, device='cuda:0')","tensor(-2.5465, device='cuda:0')","tensor(1.9808, device='cuda:0')"
"tensor(1.1413, device='cuda:0')","tensor(-2.9757, device='cuda:0')","tensor(2.1720, device='cuda:0')"
"tensor(2.0314, device='cuda:0')","tensor(-3.1459, device='cuda:0')","tensor(1.5843, device='cuda:0')"
"tensor(2.1332, device='cuda:0')","tensor(-2.0025, device='cuda:0')","tensor(0.4252, device='cuda:0')"
"tensor(2.4304, device='cuda:0')","tensor(-3.1638, device='cuda:0')","tensor(1.4257, device='cuda:0')"
"tensor(2.2972, device='cuda:0')","tensor(-3.7294, device='cuda:0')","tensor(2.1087, device='cuda:0')"
"tensor(2.0902, device='cuda:0')","tensor(-3.5532, device='cuda:0')","tensor(1.9773, device='cuda:0')"
"tensor(-0.1119, device='cuda:0')","tensor(-1.8319, device='cuda:0')","tensor(1.7353, device='cuda:0')"
"tensor(1.4140, device='cuda:0')","tensor(-3.6743, device='cuda:0')","tensor(2.5156, device='cuda:0')"
"tensor(3.0167, device='cuda:0')","tensor(-3.6537, device='cuda:0')","tensor(1.5519, device='cuda:0')"
"tensor(0.4904, device='cuda:0')","tensor(-2.7042, device='cuda:0')","tensor(2.1685, device='cuda:0')"
"tensor(1.0616, device='cuda:0')","tensor(-3.1170, device='cuda:0')","tensor(2.2043, device='cuda:0')"
