#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IL27RA	IL5	9606.ENSP00000263379	9606.ENSP00000231454	0	0	0	0	0	0	0.600	0.261	0.691
IL27RA	TNF	9606.ENSP00000263379	9606.ENSP00000398698	0	0	0	0	0.083	0	0	0.391	0.418
IL27RA	PDGFB	9606.ENSP00000263379	9606.ENSP00000330382	0	0	0	0	0	0	0.600	0	0.600
IL27RA	LEP	9606.ENSP00000263379	9606.ENSP00000312652	0	0	0	0	0	0	0.600	0.049	0.603
IL27RA	TSLP	9606.ENSP00000263379	9606.ENSP00000339804	0	0	0	0	0	0	0.600	0.141	0.641
IL27RA	IL9	9606.ENSP00000263379	9606.ENSP00000274520	0	0	0	0	0	0	0.600	0.179	0.657
IL27RA	IL7	9606.ENSP00000263379	9606.ENSP00000263851	0	0	0	0	0	0	0.600	0.204	0.667
IL27RA	JAK3	9606.ENSP00000263379	9606.ENSP00000391676	0	0	0	0	0.085	0	0.600	0.177	0.672
IL27RA	IL6R	9606.ENSP00000263379	9606.ENSP00000357470	0	0	0	0	0	0	0	0.707	0.708
IL27RA	IL3	9606.ENSP00000263379	9606.ENSP00000296870	0	0	0	0	0	0	0.600	0.306	0.710
IL27RA	IL2RG	9606.ENSP00000263379	9606.ENSP00000363318	0	0	0	0	0.097	0	0	0.718	0.735
IL27RA	IL6	9606.ENSP00000263379	9606.ENSP00000385675	0	0	0	0	0	0	0.600	0.654	0.856
IL27RA	IL6ST	9606.ENSP00000263379	9606.ENSP00000370698	0	0	0	0.567	0	0	0.900	0.754	0.932
IL27RA	JAK2	9606.ENSP00000263379	9606.ENSP00000371067	0	0	0	0	0.062	0	0.900	0.336	0.932
IL27RA	STAT5A	9606.ENSP00000263379	9606.ENSP00000341208	0	0	0	0	0.072	0	0.900	0.361	0.935
IL27RA	TYK2	9606.ENSP00000263379	9606.ENSP00000431885	0	0	0	0	0.062	0	0.900	0.381	0.936
IL27RA	STAT4	9606.ENSP00000263379	9606.ENSP00000376134	0	0	0	0	0.062	0	0.900	0.416	0.940
IL27RA	JAK1	9606.ENSP00000263379	9606.ENSP00000343204	0	0	0	0	0.052	0.270	0.900	0.609	0.969
IL27RA	STAT3	9606.ENSP00000263379	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.749	0.973
IL27RA	STAT1	9606.ENSP00000263379	9606.ENSP00000354394	0	0	0	0	0.062	0.270	0.900	0.717	0.978
IL2RA	TNFRSF1A	9606.ENSP00000369293	9606.ENSP00000162749	0	0	0	0	0	0	0	0.504	0.504
IL2RA	TBX21	9606.ENSP00000369293	9606.ENSP00000177694	0	0	0	0	0.141	0	0	0.643	0.680
IL2RA	OSM	9606.ENSP00000369293	9606.ENSP00000215781	0	0	0	0	0.135	0	0.600	0.134	0.674
IL2RA	MAPK1	9606.ENSP00000369293	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.117	0.908
IL2RA	IL2RB	9606.ENSP00000369293	9606.ENSP00000216223	0	0	0	0	0.089	0.463	0.900	0.986	0.999
IL2RA	NFKB1	9606.ENSP00000369293	9606.ENSP00000226574	0	0	0	0	0	0.213	0	0.339	0.457
IL2RA	IL4	9606.ENSP00000369293	9606.ENSP00000231449	0	0	0	0	0.064	0	0.600	0.753	0.899
IL2RA	IL5	9606.ENSP00000369293	9606.ENSP00000231454	0	0	0	0	0	0	0.600	0.668	0.861
IL2RA	SELL	9606.ENSP00000369293	9606.ENSP00000236147	0	0	0	0	0.086	0	0	0.711	0.725
IL2RA	KLRK1	9606.ENSP00000369293	9606.ENSP00000240618	0	0	0	0	0.056	0	0	0.429	0.438
IL2RA	TLR2	9606.ENSP00000369293	9606.ENSP00000260010	0	0	0	0	0.088	0	0	0.378	0.409
IL2RA	MAPK3	9606.ENSP00000369293	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.267	0.923
IL2RA	IL7	9606.ENSP00000369293	9606.ENSP00000263851	0	0	0	0	0.062	0	0.600	0.693	0.874
IL2RA	PIK3CA	9606.ENSP00000369293	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.105	0.906
IL2RA	STAT3	9606.ENSP00000369293	9606.ENSP00000264657	0	0	0	0	0	0.213	0.900	0.627	0.968
IL2RA	ZAP70	9606.ENSP00000369293	9606.ENSP00000264972	0	0	0	0	0.062	0	0	0.447	0.459
IL2RA	IRF8	9606.ENSP00000369293	9606.ENSP00000268638	0	0	0	0	0.140	0	0	0.391	0.453
IL2RA	IL9	9606.ENSP00000369293	9606.ENSP00000274520	0	0	0	0	0	0	0.600	0.663	0.859
IL2RA	KIT	9606.ENSP00000369293	9606.ENSP00000288135	0	0	0	0	0	0	0	0.454	0.454
IL2RA	STAT5B	9606.ENSP00000369293	9606.ENSP00000293328	0	0	0	0	0	0.462	0.900	0.814	0.989
IL2RA	IL3	9606.ENSP00000369293	9606.ENSP00000296870	0	0	0	0	0	0	0.600	0.518	0.798
IL2RA	STAT6	9606.ENSP00000369293	9606.ENSP00000300134	0	0	0	0	0	0	0	0.455	0.455
IL2RA	IL7R	9606.ENSP00000369293	9606.ENSP00000306157	0	0	0	0	0.082	0	0	0.728	0.739
IL2RA	LEP	9606.ENSP00000369293	9606.ENSP00000312652	0	0	0	0	0	0	0.600	0.165	0.651
IL2RA	IL3RA	9606.ENSP00000369293	9606.ENSP00000327890	0	0	0	0	0.082	0	0.500	0.340	0.670
IL2RA	PDGFB	9606.ENSP00000369293	9606.ENSP00000330382	0	0	0	0	0	0	0.600	0.125	0.635
IL2RA	LCK	9606.ENSP00000369293	9606.ENSP00000337825	0	0	0	0	0.082	0	0.900	0.874	0.987
IL2RA	TSLP	9606.ENSP00000369293	9606.ENSP00000339804	0	0	0	0	0	0	0.600	0.455	0.772
IL2RA	PTPN11	9606.ENSP00000369293	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.180	0.914
IL2RA	STAT5A	9606.ENSP00000369293	9606.ENSP00000341208	0	0	0	0	0	0.270	0.900	0.758	0.980
IL2RA	JAK1	9606.ENSP00000369293	9606.ENSP00000343204	0	0	0	0	0	0	0.900	0.520	0.949
IL2RA	ITGAL	9606.ENSP00000369293	9606.ENSP00000349252	0	0	0	0	0.097	0	0	0.417	0.451
IL2RA	STAT1	9606.ENSP00000369293	9606.ENSP00000354394	0	0	0	0	0	0	0.900	0.475	0.945
IL2RA	IL6R	9606.ENSP00000369293	9606.ENSP00000357470	0	0	0	0	0.063	0	0	0.556	0.566
IL2RA	TLR4	9606.ENSP00000369293	9606.ENSP00000363089	0	0	0	0	0	0	0	0.401	0.401
IL2RA	IL2RG	9606.ENSP00000369293	9606.ENSP00000363318	0	0	0	0	0.139	0	0.900	0.983	0.998
IL2RA	SYK	9606.ENSP00000369293	9606.ENSP00000364907	0	0	0	0	0.079	0	0.900	0.685	0.968
IL2RA	TNFRSF1B	9606.ENSP00000369293	9606.ENSP00000365435	0	0	0	0	0.125	0	0	0.457	0.504
IL2RA	VEGFA	9606.ENSP00000369293	9606.ENSP00000478570	0	0	0	0	0	0	0	0.406	0.406
IL2RA	INS	9606.ENSP00000369293	9606.ENSP00000380432	0	0	0	0	0	0	0	0.430	0.430
IL2RA	RELA	9606.ENSP00000369293	9606.ENSP00000384273	0	0	0	0	0	0.270	0	0.253	0.431
IL2RA	IL33	9606.ENSP00000369293	9606.ENSP00000370842	0	0	0	0	0	0	0	0.433	0.433
IL2RA	NCAM1	9606.ENSP00000369293	9606.ENSP00000480132	0	0	0	0	0	0	0	0.503	0.503
IL2RA	STAT4	9606.ENSP00000369293	9606.ENSP00000376134	0	0	0	0	0.069	0	0	0.556	0.568
IL2RA	PRF1	9606.ENSP00000369293	9606.ENSP00000398568	0	0	0	0	0.098	0	0	0.552	0.578
IL2RA	ITGAX	9606.ENSP00000369293	9606.ENSP00000454623	0	0	0	0	0.098	0	0	0.600	0.624
IL2RA	ITGAM	9606.ENSP00000369293	9606.ENSP00000441691	0	0	0	0	0.076	0	0	0.611	0.625
IL2RA	PTPN6	9606.ENSP00000369293	9606.ENSP00000391592	0	0	0	0	0.076	0	0.600	0.113	0.643
IL2RA	IL5RA	9606.ENSP00000369293	9606.ENSP00000412209	0	0	0	0	0	0	0.500	0.325	0.648
IL2RA	PTPRC	9606.ENSP00000369293	9606.ENSP00000411355	0	0	0	0	0.145	0	0	0.722	0.752
IL2RA	TNF	9606.ENSP00000369293	9606.ENSP00000398698	0	0	0	0	0.145	0	0	0.737	0.765
IL2RA	TYK2	9606.ENSP00000369293	9606.ENSP00000431885	0	0	0	0	0	0	0.600	0.451	0.771
IL2RA	IL4R	9606.ENSP00000369293	9606.ENSP00000379111	0	0	0	0	0	0	0	0.803	0.803
IL2RA	IL6	9606.ENSP00000369293	9606.ENSP00000385675	0	0	0	0	0	0	0.600	0.680	0.866
IL2RA	JAK2	9606.ENSP00000369293	9606.ENSP00000371067	0	0	0	0	0	0	0.800	0.391	0.872
IL2RA	SOS1	9606.ENSP00000369293	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0.102	0.906
IL2RA	MAPK8	9606.ENSP00000369293	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.137	0.910
IL2RA	PIK3R1	9606.ENSP00000369293	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0.654	0.963
IL2RA	SHC1	9606.ENSP00000369293	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0.656	0.964
IL2RA	JAK3	9606.ENSP00000369293	9606.ENSP00000391676	0	0	0	0	0.098	0	0.900	0.897	0.989
IL2RB	LCP2	9606.ENSP00000216223	9606.ENSP00000046794	0	0	0	0	0.578	0	0	0.258	0.673
IL2RB	TBX21	9606.ENSP00000216223	9606.ENSP00000177694	0	0	0	0	0.314	0	0	0.676	0.769
IL2RB	OSM	9606.ENSP00000216223	9606.ENSP00000215781	0	0	0	0	0.098	0	0.600	0.060	0.631
IL2RB	MAPK1	9606.ENSP00000216223	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.110	0.907
IL2RB	SPI1	9606.ENSP00000216223	9606.ENSP00000227163	0	0	0	0	0.279	0	0	0.235	0.424
IL2RB	TNFRSF1B	9606.ENSP00000216223	9606.ENSP00000365435	0	0	0	0	0.141	0	0	0.391	0.454
IL2RB	STAT4	9606.ENSP00000216223	9606.ENSP00000376134	0	0	0	0	0.107	0	0	0.420	0.460
IL2RB	IL6R	9606.ENSP00000216223	9606.ENSP00000357470	0	0	0	0	0.078	0	0	0.469	0.489
IL2RB	ITGB2	9606.ENSP00000216223	9606.ENSP00000380948	0	0	0	0	0.416	0	0	0.183	0.502
IL2RB	KIT	9606.ENSP00000216223	9606.ENSP00000288135	0	0	0	0	0	0	0	0.515	0.515
IL2RB	NCAM1	9606.ENSP00000216223	9606.ENSP00000480132	0	0	0	0	0	0	0	0.530	0.530
IL2RB	IL4R	9606.ENSP00000216223	9606.ENSP00000379111	0	0	0	0	0.139	0	0	0.481	0.534
IL2RB	TNF	9606.ENSP00000216223	9606.ENSP00000398698	0	0	0	0	0.110	0	0	0.527	0.561
IL2RB	ITGAL	9606.ENSP00000216223	9606.ENSP00000349252	0	0	0	0	0.232	0	0	0.468	0.575
IL2RB	VCAM1	9606.ENSP00000216223	9606.ENSP00000294728	0	0	0	0	0.508	0	0	0.173	0.575
IL2RB	ITGAX	9606.ENSP00000216223	9606.ENSP00000454623	0	0	0	0	0.115	0	0	0.563	0.596
IL2RB	LEP	9606.ENSP00000216223	9606.ENSP00000312652	0	0	0	0	0	0	0.600	0.068	0.611
IL2RB	PDGFB	9606.ENSP00000216223	9606.ENSP00000330382	0	0	0	0	0	0	0.600	0.090	0.620
IL2RB	ITGAM	9606.ENSP00000216223	9606.ENSP00000441691	0	0	0	0	0.137	0	0	0.579	0.621
IL2RB	IL5RA	9606.ENSP00000216223	9606.ENSP00000412209	0	0	0	0	0	0	0.500	0.324	0.647
IL2RB	KLRK1	9606.ENSP00000216223	9606.ENSP00000240618	0	0	0	0	0.090	0	0	0.648	0.666
IL2RB	IL3RA	9606.ENSP00000216223	9606.ENSP00000327890	0	0	0	0	0.185	0	0.500	0.273	0.678
IL2RB	TYK2	9606.ENSP00000216223	9606.ENSP00000431885	0	0	0	0	0.062	0	0.600	0.273	0.703
IL2RB	IL3	9606.ENSP00000216223	9606.ENSP00000296870	0	0	0	0	0	0	0.600	0.303	0.709
IL2RB	PTPN6	9606.ENSP00000216223	9606.ENSP00000391592	0	0	0	0	0.177	0.213	0.600	0.074	0.728
IL2RB	SELL	9606.ENSP00000216223	9606.ENSP00000236147	0	0	0	0	0.159	0	0	0.697	0.735
IL2RB	TSLP	9606.ENSP00000216223	9606.ENSP00000339804	0	0	0	0	0	0	0.600	0.370	0.737
IL2RB	ZAP70	9606.ENSP00000216223	9606.ENSP00000264972	0	0	0	0	0.584	0	0	0.396	0.738
IL2RB	IL5	9606.ENSP00000216223	9606.ENSP00000231454	0	0	0	0	0	0	0.600	0.404	0.751
IL2RB	IL6	9606.ENSP00000216223	9606.ENSP00000385675	0	0	0	0	0	0	0.600	0.413	0.755
IL2RB	PTPRC	9606.ENSP00000216223	9606.ENSP00000411355	0	0	0	0	0.355	0	0	0.642	0.760
IL2RB	IL9	9606.ENSP00000216223	9606.ENSP00000274520	0	0	0	0	0.049	0	0.600	0.431	0.764
IL2RB	IL4	9606.ENSP00000216223	9606.ENSP00000231449	0	0	0	0	0.063	0	0.600	0.630	0.849
IL2RB	PRF1	9606.ENSP00000216223	9606.ENSP00000398568	0	0	0	0	0.620	0	0	0.633	0.855
IL2RB	IL7	9606.ENSP00000216223	9606.ENSP00000263851	0	0	0	0	0.063	0	0.600	0.655	0.859
IL2RB	JAK2	9606.ENSP00000216223	9606.ENSP00000371067	0	0	0	0	0.062	0.270	0.800	0.358	0.900
IL2RB	SOS1	9606.ENSP00000216223	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0	0.900
IL2RB	MAPK8	9606.ENSP00000216223	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.052	0.901
IL2RB	IL7R	9606.ENSP00000216223	9606.ENSP00000306157	0	0	0	0	0.535	0	0	0.805	0.905
IL2RB	PIK3CA	9606.ENSP00000216223	9606.ENSP00000263967	0	0	0	0	0.062	0	0.900	0.088	0.907
IL2RB	MAPK3	9606.ENSP00000216223	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.185	0.915
IL2RB	PTPN11	9606.ENSP00000216223	9606.ENSP00000340944	0	0	0	0	0.084	0	0.900	0.153	0.915
IL2RB	SYK	9606.ENSP00000216223	9606.ENSP00000364907	0	0	0	0	0.205	0.213	0.900	0.188	0.942
IL2RB	PIK3R1	9606.ENSP00000216223	9606.ENSP00000428056	0	0	0	0	0.054	0.462	0.900	0.060	0.945
IL2RB	STAT1	9606.ENSP00000216223	9606.ENSP00000354394	0	0	0	0	0.064	0.270	0.900	0.365	0.950
IL2RB	STAT5B	9606.ENSP00000216223	9606.ENSP00000293328	0	0	0	0	0.062	0.270	0.900	0.648	0.972
IL2RB	STAT3	9606.ENSP00000216223	9606.ENSP00000264657	0	0	0	0	0.060	0.270	0.900	0.654	0.973
IL2RB	SHC1	9606.ENSP00000216223	9606.ENSP00000401303	0	0	0	0	0.062	0.486	0.900	0.650	0.980
IL2RB	LCK	9606.ENSP00000216223	9606.ENSP00000337825	0	0	0	0	0.187	0.462	0.900	0.723	0.986
IL2RB	JAK3	9606.ENSP00000216223	9606.ENSP00000391676	0	0	0	0	0.115	0.462	0.900	0.793	0.988
IL2RB	STAT5A	9606.ENSP00000216223	9606.ENSP00000341208	0	0	0	0	0.095	0.486	0.900	0.810	0.990
IL2RB	JAK1	9606.ENSP00000216223	9606.ENSP00000343204	0	0	0	0	0.049	0.870	0.900	0.818	0.997
IL2RB	IL2RG	9606.ENSP00000216223	9606.ENSP00000363318	0	0	0	0	0.299	0.939	0.900	0.988	0.999
IL2RG	LCP2	9606.ENSP00000363318	9606.ENSP00000046794	0	0	0	0	0.609	0	0	0.167	0.661
IL2RG	TBX21	9606.ENSP00000363318	9606.ENSP00000177694	0	0	0	0	0.200	0	0	0.441	0.534
IL2RG	OSM	9606.ENSP00000363318	9606.ENSP00000215781	0	0	0	0	0.204	0	0.600	0.304	0.759
IL2RG	MAPK1	9606.ENSP00000363318	9606.ENSP00000215832	0	0	0	0	0	0.061	0.900	0.081	0.906
IL2RG	SPI1	9606.ENSP00000363318	9606.ENSP00000227163	0	0	0	0	0.666	0	0	0.166	0.709
IL2RG	IL4	9606.ENSP00000363318	9606.ENSP00000231449	0	0	0	0	0	0.938	0.900	0.984	0.999
IL2RG	IL5	9606.ENSP00000363318	9606.ENSP00000231454	0	0	0	0	0	0	0.600	0.427	0.761
IL2RG	SELL	9606.ENSP00000363318	9606.ENSP00000236147	0	0	0	0	0.293	0	0	0.474	0.613
IL2RG	KLRK1	9606.ENSP00000363318	9606.ENSP00000240618	0	0	0	0	0.119	0	0	0.435	0.481
IL2RG	MAPK3	9606.ENSP00000363318	9606.ENSP00000263025	0	0	0	0	0	0.061	0.900	0.160	0.914
IL2RG	IL7	9606.ENSP00000363318	9606.ENSP00000263851	0	0	0	0	0.062	0.676	0.800	0.883	0.991
IL2RG	PIK3CA	9606.ENSP00000363318	9606.ENSP00000263967	0	0	0	0	0.062	0	0.900	0.098	0.908
IL2RG	STAT3	9606.ENSP00000363318	9606.ENSP00000264657	0	0	0	0	0.062	0	0.900	0.466	0.945
IL2RG	ZAP70	9606.ENSP00000363318	9606.ENSP00000264972	0	0	0	0	0.310	0	0	0.405	0.572
IL2RG	IL9	9606.ENSP00000363318	9606.ENSP00000274520	0	0	0	0	0	0	0.800	0.674	0.932
IL2RG	STAT5B	9606.ENSP00000363318	9606.ENSP00000293328	0	0	0	0	0.067	0	0.900	0.722	0.971
IL2RG	IL3	9606.ENSP00000363318	9606.ENSP00000296870	0	0	0	0	0	0	0.600	0.408	0.753
IL2RG	STAT6	9606.ENSP00000363318	9606.ENSP00000300134	0	0	0	0	0.107	0	0.900	0.543	0.955
IL2RG	IL7R	9606.ENSP00000363318	9606.ENSP00000306157	0	0	0	0	0.139	0.420	0.800	0.989	0.998
IL2RG	LEP	9606.ENSP00000363318	9606.ENSP00000312652	0	0	0	0	0	0	0.600	0.120	0.633
IL2RG	IL3RA	9606.ENSP00000363318	9606.ENSP00000327890	0	0	0	0	0.144	0	0.500	0.282	0.666
IL2RG	PDGFB	9606.ENSP00000363318	9606.ENSP00000330382	0	0	0	0	0	0	0.600	0.094	0.622
IL2RG	LCK	9606.ENSP00000363318	9606.ENSP00000337825	0	0	0	0	0.228	0	0.900	0.396	0.949
IL2RG	TSLP	9606.ENSP00000363318	9606.ENSP00000339804	0	0	0	0	0	0	0.600	0.638	0.849
IL2RG	PTPN11	9606.ENSP00000363318	9606.ENSP00000340944	0	0	0	0	0.112	0	0.900	0.174	0.920
IL2RG	STAT5A	9606.ENSP00000363318	9606.ENSP00000341208	0	0	0	0	0.187	0.213	0.900	0.679	0.976
IL2RG	JAK1	9606.ENSP00000363318	9606.ENSP00000343204	0	0	0	0	0	0.462	0.900	0.924	0.995
IL2RG	ITGAL	9606.ENSP00000363318	9606.ENSP00000349252	0	0	0	0	0.361	0	0	0.238	0.492
IL2RG	STAT1	9606.ENSP00000363318	9606.ENSP00000354394	0	0	0	0	0.066	0.213	0.900	0.436	0.953
IL2RG	IL6R	9606.ENSP00000363318	9606.ENSP00000357470	0	0	0	0	0.088	0	0	0.398	0.428
IL2RG	TLR4	9606.ENSP00000363318	9606.ENSP00000363089	0	0	0	0	0.266	0	0	0.251	0.427
IL2RG	IL6ST	9606.ENSP00000363318	9606.ENSP00000370698	0	0	0	0	0.076	0	0	0.380	0.403
IL2RG	NCAM1	9606.ENSP00000363318	9606.ENSP00000480132	0	0	0	0	0	0	0	0.435	0.435
IL2RG	ITGAX	9606.ENSP00000363318	9606.ENSP00000454623	0	0	0	0	0.170	0	0	0.378	0.462
IL2RG	ITGAM	9606.ENSP00000363318	9606.ENSP00000441691	0	0	0	0	0.213	0	0	0.405	0.512
IL2RG	TNF	9606.ENSP00000363318	9606.ENSP00000398698	0	0	0	0	0.186	0	0	0.443	0.527
IL2RG	TLR7	9606.ENSP00000363318	9606.ENSP00000370034	0	0	0	0	0.457	0	0	0.260	0.581
IL2RG	PRF1	9606.ENSP00000363318	9606.ENSP00000398568	0	0	0	0	0.230	0	0	0.479	0.582
IL2RG	IL5RA	9606.ENSP00000363318	9606.ENSP00000412209	0	0	0	0.565	0	0	0.500	0.501	0.604
IL2RG	STAT4	9606.ENSP00000363318	9606.ENSP00000376134	0	0	0	0	0.085	0	0.600	0.294	0.719
IL2RG	ITGB2	9606.ENSP00000363318	9606.ENSP00000380948	0	0	0	0	0.666	0	0	0.299	0.755
IL2RG	IL6	9606.ENSP00000363318	9606.ENSP00000385675	0	0	0	0	0.062	0	0.600	0.466	0.782
IL2RG	PTPRC	9606.ENSP00000363318	9606.ENSP00000411355	0	0	0	0	0.518	0	0	0.571	0.784
IL2RG	TYK2	9606.ENSP00000363318	9606.ENSP00000431885	0	0	0	0	0.072	0	0.600	0.468	0.785
IL2RG	SOS1	9606.ENSP00000363318	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0.046	0.900
IL2RG	MAPK8	9606.ENSP00000363318	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.067	0.902
IL2RG	PIK3R1	9606.ENSP00000363318	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0.135	0.909
IL2RG	PTPN6	9606.ENSP00000363318	9606.ENSP00000391592	0	0	0	0	0.273	0	0.900	0.096	0.928
IL2RG	SYK	9606.ENSP00000363318	9606.ENSP00000364907	0	0	0	0	0.174	0	0.900	0.271	0.934
IL2RG	SHC1	9606.ENSP00000363318	9606.ENSP00000401303	0	0	0	0	0.062	0.270	0.900	0.200	0.937
IL2RG	JAK2	9606.ENSP00000363318	9606.ENSP00000371067	0	0	0	0	0.065	0.270	0.800	0.630	0.942
IL2RG	IL4R	9606.ENSP00000363318	9606.ENSP00000379111	0	0	0	0	0.223	0.949	0.900	0.836	0.999
IL2RG	JAK3	9606.ENSP00000363318	9606.ENSP00000391676	0	0	0	0	0.152	0.675	0.900	0.989	0.999
IL3	TNFRSF1A	9606.ENSP00000296870	9606.ENSP00000162749	0	0	0	0	0	0	0	0.541	0.541
IL3	TBX21	9606.ENSP00000296870	9606.ENSP00000177694	0	0	0	0	0	0	0	0.402	0.402
IL3	OSM	9606.ENSP00000296870	9606.ENSP00000215781	0	0	0	0	0	0	0	0.464	0.463
IL3	MPO	9606.ENSP00000296870	9606.ENSP00000225275	0	0	0	0	0	0	0	0.457	0.457
IL3	SPI1	9606.ENSP00000296870	9606.ENSP00000227163	0	0	0	0	0	0	0	0.566	0.566
IL3	IL4	9606.ENSP00000296870	9606.ENSP00000231449	0	0	0	0	0	0	0	0.857	0.857
IL3	IL5	9606.ENSP00000296870	9606.ENSP00000231454	0	0	0	0	0	0	0.500	0.870	0.932
IL3	SELL	9606.ENSP00000296870	9606.ENSP00000236147	0	0	0	0	0	0	0	0.456	0.456
IL3	IRF1	9606.ENSP00000296870	9606.ENSP00000245414	0	0	0	0	0	0	0	0.499	0.499
IL3	TLR2	9606.ENSP00000296870	9606.ENSP00000260010	0	0	0	0	0	0	0	0.414	0.414
IL3	MAPK3	9606.ENSP00000296870	9606.ENSP00000263025	0	0	0	0	0	0	0	0.469	0.469
IL3	IL7	9606.ENSP00000296870	9606.ENSP00000263851	0	0	0	0	0	0	0	0.801	0.801
IL3	PIK3CA	9606.ENSP00000296870	9606.ENSP00000263967	0	0	0	0	0	0.213	0.900	0.194	0.931
IL3	STAT3	9606.ENSP00000296870	9606.ENSP00000264657	0	0	0	0	0	0	0	0.563	0.563
IL3	IL9	9606.ENSP00000296870	9606.ENSP00000274520	0	0	0	0	0.062	0	0	0.863	0.866
IL3	KIT	9606.ENSP00000296870	9606.ENSP00000288135	0	0	0	0	0	0	0	0.880	0.880
IL3	STAT5B	9606.ENSP00000296870	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.710	0.969
IL3	VCAM1	9606.ENSP00000296870	9606.ENSP00000294728	0	0	0	0	0	0	0	0.495	0.495
IL3	PF4	9606.ENSP00000296870	9606.ENSP00000296029	0	0	0	0	0	0	0	0.539	0.539
IL3	VAV1	9606.ENSP00000296870	9606.ENSP00000472929	0	0	0	0	0	0	0	0.413	0.412
IL3	TLR7	9606.ENSP00000296870	9606.ENSP00000370034	0	0	0	0	0	0	0	0.418	0.418
IL3	RNF41	9606.ENSP00000296870	9606.ENSP00000342755	0	0	0	0	0	0	0	0.441	0.441
IL3	PECAM1	9606.ENSP00000296870	9606.ENSP00000457421	0	0	0	0	0	0	0	0.442	0.442
IL3	NCAM1	9606.ENSP00000296870	9606.ENSP00000480132	0	0	0	0	0	0	0	0.460	0.459
IL3	TYK2	9606.ENSP00000296870	9606.ENSP00000431885	0	0	0	0	0	0	0	0.459	0.459
IL3	TLR9	9606.ENSP00000296870	9606.ENSP00000353874	0	0	0	0	0	0	0	0.465	0.465
IL3	TLR4	9606.ENSP00000296870	9606.ENSP00000363089	0	0	0	0	0	0	0	0.469	0.469
IL3	SYK	9606.ENSP00000296870	9606.ENSP00000364907	0	0	0	0	0	0	0	0.469	0.469
IL3	STAT1	9606.ENSP00000296870	9606.ENSP00000354394	0	0	0	0	0	0	0	0.492	0.491
IL3	LYN	9606.ENSP00000296870	9606.ENSP00000428924	0	0	0	0	0	0	0	0.500	0.499
IL3	STAT6	9606.ENSP00000296870	9606.ENSP00000300134	0	0	0	0	0	0	0	0.504	0.504
IL3	SRC	9606.ENSP00000296870	9606.ENSP00000362680	0	0	0	0	0	0	0	0.519	0.519
IL3	INS	9606.ENSP00000296870	9606.ENSP00000380432	0	0	0	0	0	0	0	0.548	0.548
IL3	ITGAX	9606.ENSP00000296870	9606.ENSP00000454623	0	0	0	0	0	0	0	0.570	0.570
IL3	LCK	9606.ENSP00000296870	9606.ENSP00000337825	0	0	0	0	0	0	0	0.572	0.572
IL3	TSLP	9606.ENSP00000296870	9606.ENSP00000339804	0	0	0	0	0	0	0	0.601	0.601
IL3	VEGFA	9606.ENSP00000296870	9606.ENSP00000478570	0	0	0	0	0	0	0	0.654	0.654
IL3	ITGAM	9606.ENSP00000296870	9606.ENSP00000441691	0	0	0	0	0	0	0	0.659	0.659
IL3	PTPRC	9606.ENSP00000296870	9606.ENSP00000411355	0	0	0	0	0	0	0	0.703	0.703
IL3	IL33	9606.ENSP00000296870	9606.ENSP00000370842	0	0	0	0	0	0	0	0.712	0.712
IL3	IL6ST	9606.ENSP00000296870	9606.ENSP00000370698	0	0	0	0	0	0	0.600	0.353	0.730
IL3	IL6R	9606.ENSP00000296870	9606.ENSP00000357470	0	0	0	0	0	0	0.600	0.380	0.741
IL3	IL4R	9606.ENSP00000296870	9606.ENSP00000379111	0	0	0	0	0	0	0.600	0.409	0.753
IL3	JAK3	9606.ENSP00000296870	9606.ENSP00000391676	0	0	0	0	0	0	0.600	0.505	0.793
IL3	IL7R	9606.ENSP00000296870	9606.ENSP00000306157	0	0	0	0	0	0	0.600	0.521	0.800
IL3	JAK1	9606.ENSP00000296870	9606.ENSP00000343204	0	0	0	0	0	0	0.600	0.523	0.801
IL3	IL5RA	9606.ENSP00000296870	9606.ENSP00000412209	0	0	0	0	0	0	0.600	0.641	0.850
IL3	TNF	9606.ENSP00000296870	9606.ENSP00000398698	0	0	0	0	0	0	0	0.890	0.891
IL3	SOS1	9606.ENSP00000296870	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0.095	0.905
