"tensor(3.6716, device='cuda:0')","tensor(-2.5060, device='cuda:0')","tensor(0.1767, device='cuda:0')"
"tensor(-0.1116, device='cuda:0')","tensor(-1.9932, device='cuda:0')","tensor(4.2655, device='cuda:0')"
"tensor(0.9547, device='cuda:0')","tensor(-2.9331, device='cuda:0')","tensor(4.3416, device='cuda:0')"
"tensor(1.5699, device='cuda:0')","tensor(-2.0177, device='cuda:0')","tensor(2.3471, device='cuda:0')"
"tensor(0.5584, device='cuda:0')","tensor(-2.0027, device='cuda:0')","tensor(3.4973, device='cuda:0')"
"tensor(2.0077, device='cuda:0')","tensor(-2.5982, device='cuda:0')","tensor(2.5640, device='cuda:0')"
"tensor(1.6423, device='cuda:0')","tensor(-2.6270, device='cuda:0')","tensor(2.9964, device='cuda:0')"
"tensor(-1.0642, device='cuda:0')","tensor(-1.2482, device='cuda:0')","tensor(4.0276, device='cuda:0')"
"tensor(5.4651, device='cuda:0')","tensor(-3.9252, device='cuda:0')","tensor(-0.1083, device='cuda:0')"
"tensor(0.0653, device='cuda:0')","tensor(-1.6612, device='cuda:0')","tensor(3.6526, device='cuda:0')"
"tensor(0.2447, device='cuda:0')","tensor(-1.2085, device='cuda:0')","tensor(3.0522, device='cuda:0')"
"tensor(0.1318, device='cuda:0')","tensor(-2.0274, device='cuda:0')","tensor(4.0458, device='cuda:0')"
"tensor(-0.0511, device='cuda:0')","tensor(-2.0297, device='cuda:0')","tensor(4.2001, device='cuda:0')"
"tensor(0.2125, device='cuda:0')","tensor(-1.0251, device='cuda:0')","tensor(2.5245, device='cuda:0')"
"tensor(2.5742, device='cuda:0')","tensor(-3.2563, device='cuda:0')","tensor(2.8004, device='cuda:0')"
"tensor(0.8927, device='cuda:0')","tensor(-1.9186, device='cuda:0')","tensor(2.9934, device='cuda:0')"
"tensor(2.1422, device='cuda:0')","tensor(-2.8790, device='cuda:0')","tensor(2.8685, device='cuda:0')"
"tensor(2.7185, device='cuda:0')","tensor(-2.9053, device='cuda:0')","tensor(2.1193, device='cuda:0')"
"tensor(-0.0471, device='cuda:0')","tensor(-1.8961, device='cuda:0')","tensor(4.1273, device='cuda:0')"
"tensor(1.1449, device='cuda:0')","tensor(-2.2809, device='cuda:0')","tensor(3.1007, device='cuda:0')"
"tensor(4.9124, device='cuda:0')","tensor(-3.9993, device='cuda:0')","tensor(0.7922, device='cuda:0')"
"tensor(1.1596, device='cuda:0')","tensor(-2.5774, device='cuda:0')","tensor(3.4651, device='cuda:0')"
"tensor(0.6390, device='cuda:0')","tensor(-1.5602, device='cuda:0')","tensor(2.9016, device='cuda:0')"
"tensor(0.1617, device='cuda:0')","tensor(-1.7389, device='cuda:0')","tensor(3.2763, device='cuda:0')"
"tensor(-0.6965, device='cuda:0')","tensor(-1.6854, device='cuda:0')","tensor(4.6031, device='cuda:0')"
"tensor(-0.0089, device='cuda:0')","tensor(-2.0902, device='cuda:0')","tensor(4.5766, device='cuda:0')"
"tensor(1.2019, device='cuda:0')","tensor(-2.3606, device='cuda:0')","tensor(3.1471, device='cuda:0')"
"tensor(1.0633, device='cuda:0')","tensor(-2.2501, device='cuda:0')","tensor(3.3578, device='cuda:0')"
"tensor(-0.5173, device='cuda:0')","tensor(-1.3888, device='cuda:0')","tensor(4.0265, device='cuda:0')"
"tensor(3.4210, device='cuda:0')","tensor(-3.1026, device='cuda:0')","tensor(1.5726, device='cuda:0')"
"tensor(3.6671, device='cuda:0')","tensor(-3.1963, device='cuda:0')","tensor(1.3632, device='cuda:0')"
"tensor(0.1185, device='cuda:0')","tensor(-1.9341, device='cuda:0')","tensor(3.9439, device='cuda:0')"
"tensor(0.7444, device='cuda:0')","tensor(-2.4642, device='cuda:0')","tensor(3.8933, device='cuda:0')"
"tensor(1.7759, device='cuda:0')","tensor(-2.3910, device='cuda:0')","tensor(2.5602, device='cuda:0')"
"tensor(0.6332, device='cuda:0')","tensor(-1.9984, device='cuda:0')","tensor(3.4037, device='cuda:0')"
"tensor(0.2849, device='cuda:0')","tensor(-1.9674, device='cuda:0')","tensor(3.7333, device='cuda:0')"
"tensor(0.2799, device='cuda:0')","tensor(-1.9171, device='cuda:0')","tensor(3.8045, device='cuda:0')"
"tensor(-1.0318, device='cuda:0')","tensor(-0.0867, device='cuda:0')","tensor(2.5064, device='cuda:0')"
"tensor(-0.0996, device='cuda:0')","tensor(-2.5066, device='cuda:0')","tensor(5.0570, device='cuda:0')"
"tensor(0.3214, device='cuda:0')","tensor(-1.5820, device='cuda:0')","tensor(3.3125, device='cuda:0')"
"tensor(-0.2551, device='cuda:0')","tensor(-2.2154, device='cuda:0')","tensor(4.6451, device='cuda:0')"
"tensor(-5.8472, device='cuda:0')","tensor(4.5612, device='cuda:0')","tensor(0.7420, device='cuda:0')"
"tensor(-1.1272, device='cuda:0')","tensor(-1.2362, device='cuda:0')","tensor(4.3202, device='cuda:0')"
"tensor(3.4809, device='cuda:0')","tensor(-3.1769, device='cuda:0')","tensor(1.4640, device='cuda:0')"
"tensor(-0.5791, device='cuda:0')","tensor(-1.9704, device='cuda:0')","tensor(4.8662, device='cuda:0')"
"tensor(0.2396, device='cuda:0')","tensor(-2.0215, device='cuda:0')","tensor(3.8920, device='cuda:0')"
"tensor(0.0183, device='cuda:0')","tensor(-2.0283, device='cuda:0')","tensor(4.2279, device='cuda:0')"
"tensor(2.5530, device='cuda:0')","tensor(-2.8826, device='cuda:0')","tensor(2.3466, device='cuda:0')"
"tensor(-0.5242, device='cuda:0')","tensor(-2.3077, device='cuda:0')","tensor(5.3178, device='cuda:0')"
"tensor(-0.7498, device='cuda:0')","tensor(-0.3916, device='cuda:0')","tensor(2.4792, device='cuda:0')"
"tensor(2.0972, device='cuda:0')","tensor(-2.2275, device='cuda:0')","tensor(1.8975, device='cuda:0')"
"tensor(-2.6805, device='cuda:0')","tensor(0.6205, device='cuda:0')","tensor(3.2104, device='cuda:0')"
"tensor(3.6518, device='cuda:0')","tensor(-2.8962, device='cuda:0')","tensor(0.8955, device='cuda:0')"
"tensor(2.3600, device='cuda:0')","tensor(-2.6623, device='cuda:0')","tensor(2.2602, device='cuda:0')"
"tensor(-4.3529, device='cuda:0')","tensor(2.7056, device='cuda:0')","tensor(1.6427, device='cuda:0')"
"tensor(-0.5203, device='cuda:0')","tensor(-2.6597, device='cuda:0')","tensor(6.0372, device='cuda:0')"
"tensor(0.0023, device='cuda:0')","tensor(-0.8533, device='cuda:0')","tensor(2.4689, device='cuda:0')"
"tensor(-0.2575, device='cuda:0')","tensor(-1.4397, device='cuda:0')","tensor(3.5543, device='cuda:0')"
"tensor(0.6420, device='cuda:0')","tensor(-2.3880, device='cuda:0')","tensor(3.8360, device='cuda:0')"
"tensor(1.5232, device='cuda:0')","tensor(-2.3124, device='cuda:0')","tensor(2.5683, device='cuda:0')"
"tensor(4.0012, device='cuda:0')","tensor(-3.1630, device='cuda:0')","tensor(0.8093, device='cuda:0')"
"tensor(0.8788, device='cuda:0')","tensor(-1.4042, device='cuda:0')","tensor(1.9906, device='cuda:0')"
"tensor(-1.4039, device='cuda:0')","tensor(-0.2605, device='cuda:0')","tensor(3.4415, device='cuda:0')"
"tensor(0.7393, device='cuda:0')","tensor(-2.4948, device='cuda:0')","tensor(3.9848, device='cuda:0')"
"tensor(0.8896, device='cuda:0')","tensor(-2.4494, device='cuda:0')","tensor(3.7843, device='cuda:0')"
"tensor(0.6810, device='cuda:0')","tensor(-2.4473, device='cuda:0')","tensor(3.9478, device='cuda:0')"
"tensor(-0.0449, device='cuda:0')","tensor(-1.3934, device='cuda:0')","tensor(3.3197, device='cuda:0')"
"tensor(3.3867, device='cuda:0')","tensor(-2.8163, device='cuda:0')","tensor(1.1944, device='cuda:0')"
"tensor(3.7778, device='cuda:0')","tensor(-2.9989, device='cuda:0')","tensor(0.8762, device='cuda:0')"
"tensor(4.5146, device='cuda:0')","tensor(-3.4741, device='cuda:0')","tensor(0.6105, device='cuda:0')"
"tensor(0.3130, device='cuda:0')","tensor(-1.4349, device='cuda:0')","tensor(3.0939, device='cuda:0')"
"tensor(1.7106, device='cuda:0')","tensor(-2.9502, device='cuda:0')","tensor(3.3612, device='cuda:0')"
"tensor(3.4520, device='cuda:0')","tensor(-3.2432, device='cuda:0')","tensor(1.6829, device='cuda:0')"
"tensor(0.8903, device='cuda:0')","tensor(-2.6350, device='cuda:0')","tensor(3.9816, device='cuda:0')"
"tensor(1.3551, device='cuda:0')","tensor(-2.3742, device='cuda:0')","tensor(2.8304, device='cuda:0')"
"tensor(-0.5911, device='cuda:0')","tensor(-1.9060, device='cuda:0')","tensor(4.9011, device='cuda:0')"
"tensor(1.4086, device='cuda:0')","tensor(-2.4512, device='cuda:0')","tensor(3.0943, device='cuda:0')"
"tensor(1.3853, device='cuda:0')","tensor(-2.7060, device='cuda:0')","tensor(3.3405, device='cuda:0')"
"tensor(0.2293, device='cuda:0')","tensor(-2.1526, device='cuda:0')","tensor(4.1329, device='cuda:0')"
"tensor(1.6558, device='cuda:0')","tensor(-2.9308, device='cuda:0')","tensor(3.4806, device='cuda:0')"
"tensor(0.1339, device='cuda:0')","tensor(-2.1421, device='cuda:0')","tensor(4.2607, device='cuda:0')"
"tensor(2.1710, device='cuda:0')","tensor(-2.6341, device='cuda:0')","tensor(2.3650, device='cuda:0')"
"tensor(0.0263, device='cuda:0')","tensor(-2.6405, device='cuda:0')","tensor(5.0005, device='cuda:0')"
"tensor(0.1428, device='cuda:0')","tensor(-2.0159, device='cuda:0')","tensor(4.1103, device='cuda:0')"
"tensor(2.5607, device='cuda:0')","tensor(-2.4555, device='cuda:0')","tensor(1.6941, device='cuda:0')"
"tensor(-0.0109, device='cuda:0')","tensor(-1.9095, device='cuda:0')","tensor(4.0708, device='cuda:0')"
"tensor(-0.1154, device='cuda:0')","tensor(-1.8360, device='cuda:0')","tensor(4.1028, device='cuda:0')"
"tensor(-0.0624, device='cuda:0')","tensor(-1.4882, device='cuda:0')","tensor(3.5825, device='cuda:0')"
"tensor(-0.4088, device='cuda:0')","tensor(-0.2364, device='cuda:0')","tensor(2.1733, device='cuda:0')"
"tensor(-0.0497, device='cuda:0')","tensor(-1.9522, device='cuda:0')","tensor(4.1489, device='cuda:0')"
"tensor(0.6504, device='cuda:0')","tensor(-2.2568, device='cuda:0')","tensor(3.7059, device='cuda:0')"
"tensor(2.3424, device='cuda:0')","tensor(-3.0408, device='cuda:0')","tensor(2.7197, device='cuda:0')"
"tensor(1.6047, device='cuda:0')","tensor(-3.3370, device='cuda:0')","tensor(4.1283, device='cuda:0')"
"tensor(3.6474, device='cuda:0')","tensor(-2.9397, device='cuda:0')","tensor(0.9986, device='cuda:0')"
"tensor(2.4025, device='cuda:0')","tensor(-2.4256, device='cuda:0')","tensor(1.8039, device='cuda:0')"
"tensor(0.0446, device='cuda:0')","tensor(-2.3520, device='cuda:0')","tensor(4.5536, device='cuda:0')"
"tensor(-0.1706, device='cuda:0')","tensor(-1.9416, device='cuda:0')","tensor(4.3696, device='cuda:0')"
"tensor(3.2965, device='cuda:0')","tensor(-3.1125, device='cuda:0')","tensor(1.7808, device='cuda:0')"
"tensor(4.2857, device='cuda:0')","tensor(-3.2724, device='cuda:0')","tensor(0.6071, device='cuda:0')"
"tensor(5.8118, device='cuda:0')","tensor(-4.1124, device='cuda:0')","tensor(-0.1632, device='cuda:0')"
"tensor(1.8619, device='cuda:0')","tensor(-2.4077, device='cuda:0')","tensor(2.4862, device='cuda:0')"
"tensor(3.7725, device='cuda:0')","tensor(-3.1612, device='cuda:0')","tensor(1.1704, device='cuda:0')"
"tensor(1.6867, device='cuda:0')","tensor(-2.2108, device='cuda:0')","tensor(2.2383, device='cuda:0')"
"tensor(-0.0947, device='cuda:0')","tensor(-2.0654, device='cuda:0')","tensor(4.4161, device='cuda:0')"
"tensor(0.9868, device='cuda:0')","tensor(-2.3594, device='cuda:0')","tensor(3.4228, device='cuda:0')"
"tensor(0.7024, device='cuda:0')","tensor(-2.8088, device='cuda:0')","tensor(4.5242, device='cuda:0')"
"tensor(-1.7282, device='cuda:0')","tensor(1.7405, device='cuda:0')","tensor(-0.1140, device='cuda:0')"
"tensor(0.2868, device='cuda:0')","tensor(-2.0733, device='cuda:0')","tensor(3.8982, device='cuda:0')"
"tensor(2.7558, device='cuda:0')","tensor(-2.5410, device='cuda:0')","tensor(1.5774, device='cuda:0')"
"tensor(0.4255, device='cuda:0')","tensor(-2.4425, device='cuda:0')","tensor(4.2470, device='cuda:0')"
"tensor(0.0728, device='cuda:0')","tensor(-1.5459, device='cuda:0')","tensor(3.5522, device='cuda:0')"
"tensor(-0.2359, device='cuda:0')","tensor(-1.9361, device='cuda:0')","tensor(4.3956, device='cuda:0')"
"tensor(1.1940, device='cuda:0')","tensor(-2.2799, device='cuda:0')","tensor(3.1099, device='cuda:0')"
"tensor(-0.3708, device='cuda:0')","tensor(-1.6174, device='cuda:0')","tensor(3.9853, device='cuda:0')"
"tensor(-0.1315, device='cuda:0')","tensor(-1.9950, device='cuda:0')","tensor(4.3561, device='cuda:0')"
"tensor(1.0815, device='cuda:0')","tensor(-2.2757, device='cuda:0')","tensor(3.1134, device='cuda:0')"
"tensor(-0.1565, device='cuda:0')","tensor(-2.4419, device='cuda:0')","tensor(4.9455, device='cuda:0')"
"tensor(1.6441, device='cuda:0')","tensor(-2.6732, device='cuda:0')","tensor(3.3828, device='cuda:0')"
"tensor(0.4436, device='cuda:0')","tensor(-1.6990, device='cuda:0')","tensor(3.2455, device='cuda:0')"
"tensor(-0.3182, device='cuda:0')","tensor(-1.9997, device='cuda:0')","tensor(4.6101, device='cuda:0')"
"tensor(-2.9275, device='cuda:0')","tensor(2.1434, device='cuda:0')","tensor(1.2743, device='cuda:0')"
"tensor(0.0339, device='cuda:0')","tensor(-2.3459, device='cuda:0')","tensor(4.5867, device='cuda:0')"
"tensor(0.9544, device='cuda:0')","tensor(-2.4870, device='cuda:0')","tensor(3.7270, device='cuda:0')"
"tensor(1.7274, device='cuda:0')","tensor(-2.3020, device='cuda:0')","tensor(2.6943, device='cuda:0')"
"tensor(0.2266, device='cuda:0')","tensor(-1.9440, device='cuda:0')","tensor(3.7528, device='cuda:0')"
"tensor(0.9620, device='cuda:0')","tensor(-2.4765, device='cuda:0')","tensor(3.6757, device='cuda:0')"
"tensor(2.1192, device='cuda:0')","tensor(-2.7773, device='cuda:0')","tensor(2.6708, device='cuda:0')"
"tensor(3.0888, device='cuda:0')","tensor(-2.7778, device='cuda:0')","tensor(1.5141, device='cuda:0')"
"tensor(3.0757, device='cuda:0')","tensor(-2.9226, device='cuda:0')","tensor(1.7611, device='cuda:0')"
"tensor(4.4040, device='cuda:0')","tensor(-3.5042, device='cuda:0')","tensor(0.8371, device='cuda:0')"
"tensor(-0.3916, device='cuda:0')","tensor(-1.5762, device='cuda:0')","tensor(4.0709, device='cuda:0')"
"tensor(-0.1728, device='cuda:0')","tensor(-1.5824, device='cuda:0')","tensor(3.8578, device='cuda:0')"
"tensor(0.7869, device='cuda:0')","tensor(-2.4440, device='cuda:0')","tensor(3.8090, device='cuda:0')"
"tensor(0.1337, device='cuda:0')","tensor(-2.1449, device='cuda:0')","tensor(4.2427, device='cuda:0')"
"tensor(0.2268, device='cuda:0')","tensor(-2.1930, device='cuda:0')","tensor(4.1848, device='cuda:0')"
"tensor(2.8807, device='cuda:0')","tensor(-2.7732, device='cuda:0')","tensor(1.6574, device='cuda:0')"
"tensor(0.2591, device='cuda:0')","tensor(-2.7697, device='cuda:0')","tensor(4.8822, device='cuda:0')"
"tensor(1.3770, device='cuda:0')","tensor(-2.4320, device='cuda:0')","tensor(3.1218, device='cuda:0')"
"tensor(1.2251, device='cuda:0')","tensor(-2.2475, device='cuda:0')","tensor(3.0343, device='cuda:0')"
"tensor(1.0108, device='cuda:0')","tensor(-1.7584, device='cuda:0')","tensor(2.2602, device='cuda:0')"
"tensor(0.8585, device='cuda:0')","tensor(-0.7803, device='cuda:0')","tensor(1.1873, device='cuda:0')"
"tensor(-0.6601, device='cuda:0')","tensor(-1.8089, device='cuda:0')","tensor(4.7581, device='cuda:0')"
"tensor(0.3126, device='cuda:0')","tensor(-2.5654, device='cuda:0')","tensor(4.6638, device='cuda:0')"
"tensor(0.3889, device='cuda:0')","tensor(-1.9530, device='cuda:0')","tensor(3.8476, device='cuda:0')"
"tensor(-1.2298, device='cuda:0')","tensor(-2.0134, device='cuda:0')","tensor(5.7441, device='cuda:0')"
"tensor(-0.0780, device='cuda:0')","tensor(-2.0135, device='cuda:0')","tensor(4.3152, device='cuda:0')"
"tensor(-0.6186, device='cuda:0')","tensor(-3.1402, device='cuda:0')","tensor(6.3642, device='cuda:0')"
"tensor(0.2982, device='cuda:0')","tensor(-2.0313, device='cuda:0')","tensor(3.8857, device='cuda:0')"
"tensor(-0.5629, device='cuda:0')","tensor(-0.5351, device='cuda:0')","tensor(2.7886, device='cuda:0')"
"tensor(-0.0472, device='cuda:0')","tensor(-2.2264, device='cuda:0')","tensor(4.3182, device='cuda:0')"
"tensor(1.1677, device='cuda:0')","tensor(-2.7770, device='cuda:0')","tensor(3.8037, device='cuda:0')"
"tensor(-0.2426, device='cuda:0')","tensor(-1.8549, device='cuda:0')","tensor(4.1879, device='cuda:0')"
"tensor(-0.1716, device='cuda:0')","tensor(-0.0075, device='cuda:0')","tensor(1.2423, device='cuda:0')"
"tensor(4.3976, device='cuda:0')","tensor(-3.4108, device='cuda:0')","tensor(0.5716, device='cuda:0')"
"tensor(0.4555, device='cuda:0')","tensor(-2.4366, device='cuda:0')","tensor(4.3203, device='cuda:0')"
"tensor(3.0194, device='cuda:0')","tensor(-2.9407, device='cuda:0')","tensor(1.8199, device='cuda:0')"
"tensor(1.2419, device='cuda:0')","tensor(-3.0789, device='cuda:0')","tensor(3.8870, device='cuda:0')"
"tensor(-0.3645, device='cuda:0')","tensor(0.5115, device='cuda:0')","tensor(1.0001, device='cuda:0')"
"tensor(1.2245, device='cuda:0')","tensor(-1.5753, device='cuda:0')","tensor(2.1007, device='cuda:0')"
"tensor(-0.5072, device='cuda:0')","tensor(-1.7596, device='cuda:0')","tensor(4.4547, device='cuda:0')"
"tensor(-0.1499, device='cuda:0')","tensor(-2.1974, device='cuda:0')","tensor(4.5847, device='cuda:0')"
"tensor(-3.6136, device='cuda:0')","tensor(2.1107, device='cuda:0')","tensor(1.7009, device='cuda:0')"
"tensor(2.4594, device='cuda:0')","tensor(-2.7757, device='cuda:0')","tensor(2.3179, device='cuda:0')"
"tensor(0.6635, device='cuda:0')","tensor(-2.0643, device='cuda:0')","tensor(3.5132, device='cuda:0')"
"tensor(0.0340, device='cuda:0')","tensor(-2.3437, device='cuda:0')","tensor(4.5586, device='cuda:0')"
"tensor(-0.3189, device='cuda:0')","tensor(-2.1652, device='cuda:0')","tensor(4.8034, device='cuda:0')"
"tensor(2.3445, device='cuda:0')","tensor(-2.1738, device='cuda:0')","tensor(1.5089, device='cuda:0')"
"tensor(0.2980, device='cuda:0')","tensor(-1.6573, device='cuda:0')","tensor(3.2923, device='cuda:0')"
"tensor(3.7631, device='cuda:0')","tensor(-3.2244, device='cuda:0')","tensor(1.3214, device='cuda:0')"
"tensor(-0.5303, device='cuda:0')","tensor(-1.8459, device='cuda:0')","tensor(4.5470, device='cuda:0')"
"tensor(-0.4811, device='cuda:0')","tensor(-1.9504, device='cuda:0')","tensor(4.6198, device='cuda:0')"
"tensor(-0.5367, device='cuda:0')","tensor(-2.2516, device='cuda:0')","tensor(5.0988, device='cuda:0')"
"tensor(2.8054, device='cuda:0')","tensor(-2.7157, device='cuda:0')","tensor(1.7929, device='cuda:0')"
"tensor(-0.2833, device='cuda:0')","tensor(-1.4251, device='cuda:0')","tensor(3.8719, device='cuda:0')"
"tensor(1.8901, device='cuda:0')","tensor(-2.4808, device='cuda:0')","tensor(2.4524, device='cuda:0')"
"tensor(4.8779, device='cuda:0')","tensor(-3.7202, device='cuda:0')","tensor(0.4257, device='cuda:0')"
"tensor(-0.0479, device='cuda:0')","tensor(-1.2712, device='cuda:0')","tensor(3.1670, device='cuda:0')"
"tensor(1.2140, device='cuda:0')","tensor(-2.2409, device='cuda:0')","tensor(2.9745, device='cuda:0')"
"tensor(0.4842, device='cuda:0')","tensor(-2.2854, device='cuda:0')","tensor(3.8005, device='cuda:0')"
"tensor(2.8605, device='cuda:0')","tensor(-2.3355, device='cuda:0')","tensor(0.7617, device='cuda:0')"
"tensor(3.4336, device='cuda:0')","tensor(-2.9501, device='cuda:0')","tensor(1.3077, device='cuda:0')"
"tensor(3.4298, device='cuda:0')","tensor(-3.0624, device='cuda:0')","tensor(1.4843, device='cuda:0')"
"tensor(3.5957, device='cuda:0')","tensor(-2.8830, device='cuda:0')","tensor(0.9179, device='cuda:0')"
"tensor(0.9141, device='cuda:0')","tensor(-1.1305, device='cuda:0')","tensor(1.9371, device='cuda:0')"
"tensor(1.3632, device='cuda:0')","tensor(-2.6567, device='cuda:0')","tensor(3.4980, device='cuda:0')"
"tensor(2.7281, device='cuda:0')","tensor(-3.0255, device='cuda:0')","tensor(2.2565, device='cuda:0')"
"tensor(0.2325, device='cuda:0')","tensor(-1.9958, device='cuda:0')","tensor(3.9105, device='cuda:0')"
"tensor(0.2111, device='cuda:0')","tensor(-1.9892, device='cuda:0')","tensor(3.9162, device='cuda:0')"
"tensor(1.3486, device='cuda:0')","tensor(-2.3308, device='cuda:0')","tensor(2.9516, device='cuda:0')"
"tensor(1.1190, device='cuda:0')","tensor(-2.2821, device='cuda:0')","tensor(3.1220, device='cuda:0')"
"tensor(0.9596, device='cuda:0')","tensor(-1.9058, device='cuda:0')","tensor(2.8628, device='cuda:0')"
"tensor(0.7169, device='cuda:0')","tensor(-2.4245, device='cuda:0')","tensor(3.9318, device='cuda:0')"
"tensor(3.0659, device='cuda:0')","tensor(-3.1011, device='cuda:0')","tensor(1.7607, device='cuda:0')"
"tensor(2.7037, device='cuda:0')","tensor(-3.2030, device='cuda:0')","tensor(2.6089, device='cuda:0')"
"tensor(2.0482, device='cuda:0')","tensor(-2.8072, device='cuda:0')","tensor(2.8360, device='cuda:0')"
"tensor(2.5751, device='cuda:0')","tensor(-2.6173, device='cuda:0')","tensor(1.9704, device='cuda:0')"
"tensor(3.0037, device='cuda:0')","tensor(-2.9349, device='cuda:0')","tensor(1.8670, device='cuda:0')"
"tensor(-0.1582, device='cuda:0')","tensor(-2.2376, device='cuda:0')","tensor(4.5875, device='cuda:0')"
"tensor(-0.2849, device='cuda:0')","tensor(-1.7907, device='cuda:0')","tensor(4.1990, device='cuda:0')"
"tensor(0.3289, device='cuda:0')","tensor(-2.7258, device='cuda:0')","tensor(4.6962, device='cuda:0')"
"tensor(0.8371, device='cuda:0')","tensor(-2.4544, device='cuda:0')","tensor(3.7716, device='cuda:0')"
"tensor(0.6760, device='cuda:0')","tensor(-2.7078, device='cuda:0')","tensor(4.3221, device='cuda:0')"
"tensor(1.5971, device='cuda:0')","tensor(-2.5939, device='cuda:0')","tensor(3.0998, device='cuda:0')"
"tensor(0.2891, device='cuda:0')","tensor(-1.5081, device='cuda:0')","tensor(2.8438, device='cuda:0')"
"tensor(0.6831, device='cuda:0')","tensor(-1.8325, device='cuda:0')","tensor(3.1355, device='cuda:0')"
"tensor(0.9271, device='cuda:0')","tensor(-1.7220, device='cuda:0')","tensor(2.5536, device='cuda:0')"
"tensor(-0.2482, device='cuda:0')","tensor(-1.2227, device='cuda:0')","tensor(3.4010, device='cuda:0')"
"tensor(0.1335, device='cuda:0')","tensor(-1.8599, device='cuda:0')","tensor(3.8540, device='cuda:0')"
"tensor(5.0578, device='cuda:0')","tensor(-3.7527, device='cuda:0')","tensor(0.2223, device='cuda:0')"
"tensor(-4.7050, device='cuda:0')","tensor(2.2418, device='cuda:0')","tensor(2.7790, device='cuda:0')"
"tensor(0.3417, device='cuda:0')","tensor(-1.7351, device='cuda:0')","tensor(3.4658, device='cuda:0')"
"tensor(-0.4695, device='cuda:0')","tensor(-2.2203, device='cuda:0')","tensor(4.9247, device='cuda:0')"
"tensor(0.7354, device='cuda:0')","tensor(-1.8109, device='cuda:0')","tensor(3.0532, device='cuda:0')"
"tensor(0.6762, device='cuda:0')","tensor(-1.8788, device='cuda:0')","tensor(3.2591, device='cuda:0')"
"tensor(3.5031, device='cuda:0')","tensor(-2.4808, device='cuda:0')","tensor(0.0664, device='cuda:0')"
"tensor(-2.8852, device='cuda:0')","tensor(2.0007, device='cuda:0')","tensor(0.7390, device='cuda:0')"
"tensor(1.9026, device='cuda:0')","tensor(-2.3964, device='cuda:0')","tensor(2.4541, device='cuda:0')"
"tensor(2.3005, device='cuda:0')","tensor(-2.3689, device='cuda:0')","tensor(2.1151, device='cuda:0')"
"tensor(2.4567, device='cuda:0')","tensor(-1.7807, device='cuda:0')","tensor(0.4213, device='cuda:0')"
"tensor(4.6865, device='cuda:0')","tensor(-3.6194, device='cuda:0')","tensor(0.6069, device='cuda:0')"
"tensor(3.6213, device='cuda:0')","tensor(-2.7992, device='cuda:0')","tensor(0.8451, device='cuda:0')"
"tensor(2.7161, device='cuda:0')","tensor(-3.1253, device='cuda:0')","tensor(2.4264, device='cuda:0')"
"tensor(3.0782, device='cuda:0')","tensor(-2.8673, device='cuda:0')","tensor(1.5420, device='cuda:0')"
"tensor(0.1156, device='cuda:0')","tensor(-2.0562, device='cuda:0')","tensor(4.1700, device='cuda:0')"
"tensor(-1.0859, device='cuda:0')","tensor(-0.0492, device='cuda:0')","tensor(2.7432, device='cuda:0')"
"tensor(3.1955, device='cuda:0')","tensor(-2.8585, device='cuda:0')","tensor(1.4371, device='cuda:0')"
"tensor(3.1084, device='cuda:0')","tensor(-2.9085, device='cuda:0')","tensor(1.6435, device='cuda:0')"
"tensor(1.7080, device='cuda:0')","tensor(-3.1972, device='cuda:0')","tensor(3.7139, device='cuda:0')"
"tensor(0.8295, device='cuda:0')","tensor(-1.0790, device='cuda:0')","tensor(1.8280, device='cuda:0')"
"tensor(1.0412, device='cuda:0')","tensor(-1.1212, device='cuda:0')","tensor(1.7976, device='cuda:0')"
"tensor(-0.0946, device='cuda:0')","tensor(-2.7780, device='cuda:0')","tensor(5.3566, device='cuda:0')"
"tensor(1.3679, device='cuda:0')","tensor(-1.0606, device='cuda:0')","tensor(1.0156, device='cuda:0')"
"tensor(1.3586, device='cuda:0')","tensor(-2.3243, device='cuda:0')","tensor(3.1400, device='cuda:0')"
"tensor(3.2431, device='cuda:0')","tensor(-3.0602, device='cuda:0')","tensor(1.7398, device='cuda:0')"
"tensor(2.0581, device='cuda:0')","tensor(-1.9372, device='cuda:0')","tensor(1.2810, device='cuda:0')"
"tensor(3.9232, device='cuda:0')","tensor(-3.1500, device='cuda:0')","tensor(0.9323, device='cuda:0')"
"tensor(-0.2909, device='cuda:0')","tensor(-2.3236, device='cuda:0')","tensor(4.9508, device='cuda:0')"
"tensor(2.1353, device='cuda:0')","tensor(-2.5731, device='cuda:0')","tensor(2.3349, device='cuda:0')"
"tensor(0.7891, device='cuda:0')","tensor(-2.8524, device='cuda:0')","tensor(4.3964, device='cuda:0')"
"tensor(1.0222, device='cuda:0')","tensor(-1.6061, device='cuda:0')","tensor(2.0608, device='cuda:0')"
"tensor(2.6511, device='cuda:0')","tensor(-2.3973, device='cuda:0')","tensor(1.4917, device='cuda:0')"
"tensor(0.1212, device='cuda:0')","tensor(-1.9091, device='cuda:0')","tensor(3.8862, device='cuda:0')"
"tensor(0.4637, device='cuda:0')","tensor(-1.9948, device='cuda:0')","tensor(3.6123, device='cuda:0')"
"tensor(1.6346, device='cuda:0')","tensor(-2.7308, device='cuda:0')","tensor(3.2272, device='cuda:0')"
